*Siêu Anh Hùng Samaritan|https://www.fshare.vn/file/KPLM3AU5UKZ3||https://m.media-amazon.com/images/M/MV5BY2M2MjMxNjUtZWU2MS00NTIwLWE0ZDEtOTY3NzY5NGZmY2RmXkEyXkFqcGdeQXVyODk2NDQ3MTA@._V1_.jpg|Một cậu bé biết rằng một siêu anh hùng được cho là đã mất tích sau một trận chiến kinh thiên động địa hai mươi năm trước trên thực tế có thể vẫn còn ở đây. ​,Siêu Anh Hùng Samaritan,https://www.fshare.vn/file/KPLM3AU5UKZ3,https://m.media-amazon.com/images/M/MV5BY2M2MjMxNjUtZWU2MS00NTIwLWE0ZDEtOTY3NzY5NGZmY2RmXkEyXkFqcGdeQXVyODk2NDQ3MTA@._V1_.jpg,Một cậu bé biết rằng một siêu anh hùng được cho là đã mất tích sau một trận chiến kinh thiên động địa hai mươi năm trước trên thực tế có thể vẫn còn ở đây. ​
"*Phi Công Siêu Đẳng: Maverick|https://www.fshare.vn/file/RQ42NSSC1VZ3||https://img400.imagetwist.com/th/50617/40k7ab0817w8.jpg|Bộ phim xoay quanh những cuộc chiến đấu gay cấn trên bầu trời cao của chàng phi công tài ba Maverick (Tom Cruise). Tuy nhiên, người hùng nay còn phải đối mặt với những chiếc máy bay không người lái được điều khiển từ xa.",Phi Công Siêu Đẳng: Maverick,https://www.fshare.vn/file/RQ42NSSC1VZ3,https://img400.imagetwist.com/th/50617/40k7ab0817w8.jpg,"Bộ phim xoay quanh những cuộc chiến đấu gay cấn trên bầu trời cao của chàng phi công tài ba Maverick (Tom Cruise). Tuy nhiên, người hùng nay còn phải đối mặt với những chiếc máy bay không người lái được điều khiển từ xa."
"*Đặc Vụ Carter|https://www.fshare.vn/file/B4C5C34YAAA9||https://m.media-amazon.com/images/M/MV5BNWEyOThlZTAtMzExMy00NDBhLTk4Y2QtMDg3OTRkNzgyNjEyXkEyXkFqcGdeQXVyMTEzMTI1Mjk3._V1_FMjpg_UX1000_.jpg|Vào trước ngày Hồng Kông trở về ""đất mẹ"" năm 1997, xung đột giữa các lực lượng khác nhau ngày càng gia tăng và các vụ bạo lực thường xuyên lan rộng. Vào thời điểm thay đổi lớn, thủ lĩnh của băng đảng, Lin Yaochang (do Nhậm Đạt Hoa thủ vai), giao cho người bạn thân của mình A Lạc (do Nhậm Hiền Tề thủ vai) nhiệm vụ quan trọng của băng nhóm. A Lạc, người có nhiều danh tính, đi theo ranh giới trắng đen, và một hoạt động chống bạo lực đang âm thầm mở màn cho cuộc chiến chống giết người...",Đặc Vụ Carter,https://www.fshare.vn/file/B4C5C34YAAA9,https://m.media-amazon.com/images/M/MV5BNWEyOThlZTAtMzExMy00NDBhLTk4Y2QtMDg3OTRkNzgyNjEyXkEyXkFqcGdeQXVyMTEzMTI1Mjk3._V1_FMjpg_UX1000_.jpg,"Vào trước ngày Hồng Kông trở về ""đất mẹ"" năm 1997, xung đột giữa các lực lượng khác nhau ngày càng gia tăng và các vụ bạo lực thường xuyên lan rộng. Vào thời điểm thay đổi lớn, thủ lĩnh của băng đảng, Lin Yaochang (do Nhậm Đạt Hoa thủ vai), giao cho người bạn thân của mình A Lạc (do Nhậm Hiền Tề thủ vai) nhiệm vụ quan trọng của băng nhóm. A Lạc, người có nhiều danh tính, đi theo ranh giới trắng đen, và một hoạt động chống bạo lực đang âm thầm mở màn cho cuộc chiến chống giết người..."
"*13 Sinh Mạng|https://www.fshare.vn/file/CDKG9PJ89BJJ||https://m.media-amazon.com/images/M/MV5BNzI4YzkyMTYtYmQ1MC00NjYwLThkMDgtY2E1Njg1MTAzZWJhXkEyXkFqcGdeQXVyMDM2NDM2MQ@@.jpg|Bộ phim điện ảnh Thirteen Lives được dựng dựa trên sự kiện có thật tại Thái Lan năm 2018. Theo đó, một đội bóng thiếu niên gồm 12 người và huấn luyện viên sau khi tham quan hang Tham Luang, tỉnh Chiang Rai (phía Bắc Thái Lan) và bị mắc kẹt do mực nước trong hang bất ngờ dâng cao. Do địa thế hiểm trở, việc tiếp cận các nạn nhân gặp nhiều khó khăn. Hàng ngàn người gồm hải quân Thái Lan, các tình nguyện viên đến từ nhiều quốc gia đã tham gia vào cuộc tìm kiếm người mất tích. Sau hơn nửa tháng, toàn bộ đội bóng và huấn luyện viên vẫn sống sót và được giải cứu. Sự kiện hang Tham Luang được đánh giá là một trong những chiến dịch cứu hộ quy mô lớn trên thế giới.",13 Sinh Mạng,https://www.fshare.vn/file/CDKG9PJ89BJJ,https://m.media-amazon.com/images/M/MV5BNzI4YzkyMTYtYmQ1MC00NjYwLThkMDgtY2E1Njg1MTAzZWJhXkEyXkFqcGdeQXVyMDM2NDM2MQ@@.jpg,"Bộ phim điện ảnh Thirteen Lives được dựng dựa trên sự kiện có thật tại Thái Lan năm 2018. Theo đó, một đội bóng thiếu niên gồm 12 người và huấn luyện viên sau khi tham quan hang Tham Luang, tỉnh Chiang Rai (phía Bắc Thái Lan) và bị mắc kẹt do mực nước trong hang bất ngờ dâng cao. Do địa thế hiểm trở, việc tiếp cận các nạn nhân gặp nhiều khó khăn. Hàng ngàn người gồm hải quân Thái Lan, các tình nguyện viên đến từ nhiều quốc gia đã tham gia vào cuộc tìm kiếm người mất tích. Sau hơn nửa tháng, toàn bộ đội bóng và huấn luyện viên vẫn sống sót và được giải cứu. Sự kiện hang Tham Luang được đánh giá là một trong những chiến dịch cứu hộ quy mô lớn trên thế giới."
"*Mọi Thứ Đều Có Thể|https://www.fshare.vn/file/YTY4C358G9PH||https://1.bp.blogspot.com/-qN6lEtjbOfc/YtyYU9QQSWI/AAAAAAAAB9Q/DaEyMobfOtQ3gyCuPeQWClvZvM0uKKIOwCNcBGAsYHQ/s1020/1248.jpg|Một câu chuyện thú vị dành cho lứa tuổi mới lớn của thế hệ Gen Z kể về Kelsa, một nữ sinh trung học tự tin đã chuyển giới, khi cô bước qua năm cuối cấp.",Mọi Thứ Đều Có Thể,https://www.fshare.vn/file/YTY4C358G9PH,https://1.bp.blogspot.com/-qN6lEtjbOfc/YtyYU9QQSWI/AAAAAAAAB9Q/DaEyMobfOtQ3gyCuPeQWClvZvM0uKKIOwCNcBGAsYHQ/s1020/1248.jpg,"Một câu chuyện thú vị dành cho lứa tuổi mới lớn của thế hệ Gen Z kể về Kelsa, một nữ sinh trung học tự tin đã chuyển giới, khi cô bước qua năm cuối cấp."
"*Điều Ước Cuối Của Tù Nhân 2037|https://www.fshare.vn/file/Y36CWAG4WYU2||https://www.cgv.vn/media/catalog/product/cache/1/image/1800x/71252117777b696995f01934522c402d/m/g/mg_main-poster_layered_1_.jpg|Ở tuổi 19, thay vì đến trường như bao bạn bè đồng trang lứa, Yoon-yeong phải nỗ lực hết mình để đi làm thêm kiếm tiền. Khao khát một cuộc sống tốt đẹp hơn cho mình và người mẹ khiếm thính, Yoon-yeong đặt mục tiêu thi đỗ kỳ thi công chức lên trên hết. Bất ngờ và trớ trêu thay, một sự cố khủng khiếp xảy ra, biến Yoon-yeong từ nạn nhân đáng thương trở thành kẻ giết người. Trong thời điểm tuyệt vọng và bất lực nhất, Yoon-yeong đã gặp những người chị em trong phòng giam số 12. Đằng sau mỗi người là một câu chuyện khác nhau, nhưng họ đã trao nhau tình yêu thương và niềm hy vọng để cùng hướng về một tương lai tươi sáng ngoài song sắt nhà tù.",Điều Ước Cuối Của Tù Nhân 2037,https://www.fshare.vn/file/Y36CWAG4WYU2,https://www.cgv.vn/media/catalog/product/cache/1/image/1800x/71252117777b696995f01934522c402d/m/g/mg_main-poster_layered_1_.jpg,"Ở tuổi 19, thay vì đến trường như bao bạn bè đồng trang lứa, Yoon-yeong phải nỗ lực hết mình để đi làm thêm kiếm tiền. Khao khát một cuộc sống tốt đẹp hơn cho mình và người mẹ khiếm thính, Yoon-yeong đặt mục tiêu thi đỗ kỳ thi công chức lên trên hết. Bất ngờ và trớ trêu thay, một sự cố khủng khiếp xảy ra, biến Yoon-yeong từ nạn nhân đáng thương trở thành kẻ giết người. Trong thời điểm tuyệt vọng và bất lực nhất, Yoon-yeong đã gặp những người chị em trong phòng giam số 12. Đằng sau mỗi người là một câu chuyện khác nhau, nhưng họ đã trao nhau tình yêu thương và niềm hy vọng để cùng hướng về một tương lai tươi sáng ngoài song sắt nhà tù."
"*Thời Vận|https://www.fshare.vn/file/NYKNBBBGYBCG||https://images4.imagebam.com/59/03/24/MEC35LN_o.png|Bộ phim theo chân cô bé Sam - người từng được coi là xui xẻo nhất thế giới, vô tình lọt vào vùng đất của những loài động vật đang nắm giữ việc tạo ra may mắn và xui rủi của toàn thế giới.",Thời Vận,https://www.fshare.vn/file/NYKNBBBGYBCG,https://images4.imagebam.com/59/03/24/MEC35LN_o.png,"Bộ phim theo chân cô bé Sam - người từng được coi là xui xẻo nhất thế giới, vô tình lọt vào vùng đất của những loài động vật đang nắm giữ việc tạo ra may mắn và xui rủi của toàn thế giới."
"*Đặc Vụ Vô Hình|https://www.fshare.vn/file/27KYWAHAPHX2||https://img400.imagetwist.com/th/50045/6ahi5gub7dxm.jpg|Biết được bí mật đáng ngại của cơ quan mình, một đặc vụ CIA mờ ám bị một đặc vụ bất hảo điên loạn săn lùng trên toàn cầu. Hắn cũng treo thưởng cho ai lấy mạng anh.",Đặc Vụ Vô Hình,https://www.fshare.vn/file/27KYWAHAPHX2,https://img400.imagetwist.com/th/50045/6ahi5gub7dxm.jpg,"Biết được bí mật đáng ngại của cơ quan mình, một đặc vụ CIA mờ ám bị một đặc vụ bất hảo điên loạn săn lùng trên toàn cầu. Hắn cũng treo thưởng cho ai lấy mạng anh."
"*Sát Thủ Nhân Tạo 2: Mẫu Vật Còn Lại|https://www.fshare.vn/file/WWHHON1V3HWV||https://www.cgv.vn/media/catalog/product/cache/1/image/1800x/71252117777b696995f01934522c402d/s/t/stnt2_social_1_.jpg|Sát Thủ Nhân Tạo (Phần 2): Mẫu Vật Còn Lại bắt đầu bằng việc lý giải nguồn gốc của nhân vật Goo Ja Yoon (Kim Da Mi) trong phần đầu và nhân vật mới Cynthia (Shin Si Ah) sẽ dẫn dắt mùa này, đồng thời giới thiệu một loạt những nhân vật mới bao gồm Jang (Lee Jong Suk) người của tổng cục, Jo Hyun (Seo Eun Su) một sát thủ đã rời tổ chức và nhóm sát thủ trẻ cũng có năng lực tương tự như nhóm do Nobleman (Choi Woo Shik) lãnh đạo trong phần phim trước.",Sát Thủ Nhân Tạo 2: Mẫu Vật Còn Lại,https://www.fshare.vn/file/WWHHON1V3HWV,https://www.cgv.vn/media/catalog/product/cache/1/image/1800x/71252117777b696995f01934522c402d/s/t/stnt2_social_1_.jpg,"Sát Thủ Nhân Tạo (Phần 2): Mẫu Vật Còn Lại bắt đầu bằng việc lý giải nguồn gốc của nhân vật Goo Ja Yoon (Kim Da Mi) trong phần đầu và nhân vật mới Cynthia (Shin Si Ah) sẽ dẫn dắt mùa này, đồng thời giới thiệu một loạt những nhân vật mới bao gồm Jang (Lee Jong Suk) người của tổng cục, Jo Hyun (Seo Eun Su) một sát thủ đã rời tổ chức và nhóm sát thủ trẻ cũng có năng lực tương tự như nhóm do Nobleman (Choi Woo Shik) lãnh đạo trong phần phim trước."
"*Sát Thủ Nhân Tạo 1|https://www.fshare.vn/file/AU4OV19WJNG1I62||https://2saigon.vn/wp-content/uploads/2018/07/poster.jpg|Là bộ phim hành động li kì kể về Koo Ja-yoon (Kim Da-mi) – một cô bé được nuôi dưỡng trong một tổ chức đáng sợ - nơi diễn ra các cuộc thí nghiệm y học được thực hiện trên chính cơ thể con người nhằm biến họ thành những cỗ máy giết người. Sau khi chạy trốn khỏi tổ chức, Ja-yoon bị mất trí nhớ và được một cặp vợ chồng già nhận nuôi. 10 năm sau, khi đã trở thành một nữ sinh trung học, Ja-yoon đăng ký tham gia một cuộc thi âm nhạc với mong muốn giúp gia đình vượt qua khó khăn tài chính. Nhưng cô không ngờ rằng, ngay từ khi hình ảnh của mình xuất hiện trên truyền hình, cuộc sống của cô bị đảo lộn hoàn toàn bởi sự truy đuổi của những kẻ lạ mặt.",Sát Thủ Nhân Tạo 1,https://www.fshare.vn/file/AU4OV19WJNG1I62,https://2saigon.vn/wp-content/uploads/2018/07/poster.jpg,"Là bộ phim hành động li kì kể về Koo Ja-yoon (Kim Da-mi) – một cô bé được nuôi dưỡng trong một tổ chức đáng sợ - nơi diễn ra các cuộc thí nghiệm y học được thực hiện trên chính cơ thể con người nhằm biến họ thành những cỗ máy giết người. Sau khi chạy trốn khỏi tổ chức, Ja-yoon bị mất trí nhớ và được một cặp vợ chồng già nhận nuôi. 10 năm sau, khi đã trở thành một nữ sinh trung học, Ja-yoon đăng ký tham gia một cuộc thi âm nhạc với mong muốn giúp gia đình vượt qua khó khăn tài chính. Nhưng cô không ngờ rằng, ngay từ khi hình ảnh của mình xuất hiện trên truyền hình, cuộc sống của cô bị đảo lộn hoàn toàn bởi sự truy đuổi của những kẻ lạ mặt."
"*Biên Duyên Hành Giả|https://www.fshare.vn/file/SD6E9U89DUTB||https://live.staticflickr.com/65535/52232762545_e08d05de6a_o.jpg|Vào trước ngày Hồng Kông trở về ""đất mẹ"" năm 1997, xung đột giữa các lực lượng khác nhau ngày càng gia tăng và các vụ bạo lực thường xuyên lan rộng. Vào thời điểm thay đổi lớn, thủ lĩnh của băng đảng, Lin Yaochang (do Nhậm Đạt Hoa thủ vai), giao cho người bạn thân của mình A Lạc (do Nhậm Hiền Tề thủ vai) nhiệm vụ quan trọng của băng nhóm. A Lạc, người có nhiều danh tính, đi theo ranh giới trắng đen, và một hoạt động chống bạo lực đang âm thầm mở màn cho cuộc chiến chống giết người...",Biên Duyên Hành Giả,https://www.fshare.vn/file/SD6E9U89DUTB,https://live.staticflickr.com/65535/52232762545_e08d05de6a_o.jpg,"Vào trước ngày Hồng Kông trở về ""đất mẹ"" năm 1997, xung đột giữa các lực lượng khác nhau ngày càng gia tăng và các vụ bạo lực thường xuyên lan rộng. Vào thời điểm thay đổi lớn, thủ lĩnh của băng đảng, Lin Yaochang (do Nhậm Đạt Hoa thủ vai), giao cho người bạn thân của mình A Lạc (do Nhậm Hiền Tề thủ vai) nhiệm vụ quan trọng của băng nhóm. A Lạc, người có nhiều danh tính, đi theo ranh giới trắng đen, và một hoạt động chống bạo lực đang âm thầm mở màn cho cuộc chiến chống giết người..."
*Cuộc Chiến Tên Lửa|https://www.fshare.vn/file/PTS662HY6PRF||https://img119.imagetwist.com/th/49144/tgka950mgdil.jpg|Sĩ quan cuối cùng tại một căn cứ phòng thủ tên lửa hẻo lánh tham gia cuộc chiến sinh tử với bọn khủng bố đang nhắm 16 vũ khí hạt nhân đánh cắp vào Hoa Kỳ.,Cuộc Chiến Tên Lửa,https://www.fshare.vn/file/PTS662HY6PRF,https://img119.imagetwist.com/th/49144/tgka950mgdil.jpg,Sĩ quan cuối cùng tại một căn cứ phòng thủ tên lửa hẻo lánh tham gia cuộc chiến sinh tử với bọn khủng bố đang nhắm 16 vũ khí hạt nhân đánh cắp vào Hoa Kỳ.
"*Đội Chống Tham Nhũng 5: Chương Cuối|https://www.fshare.vn/file/PV17MCICSR8G||https://i.jeded.com/i/g-storm.233384.jpg|Đội Chống Tham Nhũng 5: Chương Cuối Điều tra viên chính cấp cao của ICAC , William Luk, có bài thuyết trình tại Công ước PanAsia về chống tham nhũng (PACAC) ở Singapore , nơi sếp của anh ta, Yu Sir, giới thiệu anh ta với cố vấn pháp lý của Hiệp hội chống tham nhũng SE, Chánh án Châu Á Emma Pong, người lên kế hoạch sẽ đến Hồng Kông vào tuần tới để tổ chức một diễn đàn giải quyết vấn đề buôn bán nô lệ tình dục.",Đội Chống Tham Nhũng 5: Chương Cuối,https://www.fshare.vn/file/PV17MCICSR8G,https://i.jeded.com/i/g-storm.233384.jpg,"Đội Chống Tham Nhũng 5: Chương Cuối Điều tra viên chính cấp cao của ICAC , William Luk, có bài thuyết trình tại Công ước PanAsia về chống tham nhũng (PACAC) ở Singapore , nơi sếp của anh ta, Yu Sir, giới thiệu anh ta với cố vấn pháp lý của Hiệp hội chống tham nhũng SE, Chánh án Châu Á Emma Pong, người lên kế hoạch sẽ đến Hồng Kông vào tuần tới để tổ chức một diễn đàn giải quyết vấn đề buôn bán nô lệ tình dục."
"*Thế Giới Khủng Long: Lãnh Địa|https://www.fshare.vn/file/QEGVQURX8YYM||https://kenhcine.cgv.vn/media/wysiwyg/PHIM/2022/1_31.jpg|Bốn năm sau kết thúc Jurassic World: Fallen Kingdom, những con khủng long đã thoát khỏi nơi giam cầm và tiến vào thế giới loài người. Giờ đây, chúng xuất hiện ở khắp mọi nơi. Sinh vật to lớn ấy không còn chỉ ở trên đảo như trước nữa mà gần ngay trước mắt, thậm chí còn có thể chạm tới. Owen Grady may mắn gặp lại cô khủng long mà anh và khán giả vô cùng yêu mến - Blue. Tuy nhiên, Blue không đi một mình mà còn đem theo một chú khủng long con khác. Điều này khiến Owen càng quyết tâm bảo vệ mẹ con cô được sinh sống an toàn. Thế nhưng, hai giống loài quá khác biệt. Liệu có thể tồn tại một kỷ nguyên mà khủng long và con người sống chung một cách hòa bình?",Thế Giới Khủng Long: Lãnh Địa,https://www.fshare.vn/file/QEGVQURX8YYM,https://kenhcine.cgv.vn/media/wysiwyg/PHIM/2022/1_31.jpg,"Bốn năm sau kết thúc Jurassic World: Fallen Kingdom, những con khủng long đã thoát khỏi nơi giam cầm và tiến vào thế giới loài người. Giờ đây, chúng xuất hiện ở khắp mọi nơi. Sinh vật to lớn ấy không còn chỉ ở trên đảo như trước nữa mà gần ngay trước mắt, thậm chí còn có thể chạm tới. Owen Grady may mắn gặp lại cô khủng long mà anh và khán giả vô cùng yêu mến - Blue. Tuy nhiên, Blue không đi một mình mà còn đem theo một chú khủng long con khác. Điều này khiến Owen càng quyết tâm bảo vệ mẹ con cô được sinh sống an toàn. Thế nhưng, hai giống loài quá khác biệt. Liệu có thể tồn tại một kỷ nguyên mà khủng long và con người sống chung một cách hòa bình?"
